step,from_idx,to_idx,raw_drive,raw_turn,walk,exit_drive,exit_turn,cross,p_i,pure_norm_drive,pure_norm_turn,pure_norm_walk,pure_norm_exit,pure_norm_cross,pure_norm_exit_turn,norm_drive,norm_turn,norm_walk,norm_exit,norm_cross,norm_exit_turn,fail_prob,drive_weight,lambda_w,lambda_e,lambda_tr,lambda_turns_arr,lambda_turns_exit,lambda_cross
1,0,4,63.9921238004833,28.0,124.35556576719597,215.7060136057412,64.0,15.0,0.5,0.14671338077480386,0.11111111111111112,0.3301250703096378,0.4945445881468794,0.3333333333333333,0.253968253968254,0.44014014232441157,0.0,1.3205002812385511,0.4945445881468794,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,5,0.00021716372340367814,0.0,136.61803886183276,271.59359128461824,80.0,0.0,0.5,4.978866483871472e-07,0.0,0.3626780949174425,0.6226768484567113,0.0,0.3174603174603175,1.4936599451614416e-06,0.0,1.45071237966977,0.6226768484567113,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,6,101.20520940895125,28.0,151.51843012876304,235.08837409876588,88.0,15.0,0.5,0.23203103042342044,0.11111111111111112,0.4022339658934569,0.5389821136803915,0.3333333333333333,0.34920634920634924,0.6960930912702613,0.0,1.6089358635738276,0.5389821136803915,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,7,251.88830875520102,154.0,167.1415837114404,363.1082738899647,224.0,15.0,0.5,0.5774989664406804,0.6111111111111112,0.4437085443984116,0.8324906142480276,0.3333333333333333,0.888888888888889,1.7324968993220413,0.0,1.7748341775936465,0.8324906142480276,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,8,89.73215643196492,14.0,172.14365804704852,250.5593130884273,96.0,15.0,0.5,0.205727005957688,0.05555555555555556,0.4569874847622716,0.5744520063504769,0.3333333333333333,0.380952380952381,0.617181017873064,0.0,1.8279499390490863,0.5744520063504769,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,9,231.67565076610114,125.99999999999999,182.93311643145046,335.30048954962285,144.0,15.0,0.5,0.5311578355028869,0.5,0.48563011676494144,0.7687362987146308,0.3333333333333333,0.5714285714285715,1.5934735065086607,0.0,1.9425204670597658,0.7687362987146308,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,10,78.82498741018198,7.0,187.7135847779015,271.0246491133221,112.0,15.0,0.5,0.18072037159660276,0.02777777777777778,0.4983207626499803,0.6213724468450932,0.3333333333333333,0.4444444444444445,0.5421611147898082,0.0,1.9932830505999213,0.6213724468450932,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,11,0.000305856006868283,0.0,188.349854263582,271.5934899220086,80.0,0.0,0.5,7.012295597163557e-07,0.0,0.5000098588106571,0.6226766160648127,0.0,0.3174603174603175,2.103688679149067e-06,0.0,2.0000394352426283,0.6226766160648127,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,12,153.53429141074935,62.99999999999999,190.92876462576558,175.28370895385376,48.0,30.0,0.5,0.3520048034030845,0.25,0.5068560579283703,0.40186923027506116,0.6666666666666666,0.1904761904761905,1.0560144102092535,0.0,2.027424231713481,0.40186923027506116,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,13,78.8249693146113,7.0,193.0104254460314,271.02466979397434,112.0,0.0,0.5,0.18072033010927285,0.02777777777777778,0.5123822152853927,0.6213724942591846,0.0,0.4444444444444445,0.5421609903278186,0.0,2.049528861141571,0.6213724942591846,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,14,287.26419090155827,154.0,214.0856282456996,411.9574419941077,120.0,30.0,0.5,0.6586044987990844,0.6111111111111112,0.5683302765008856,0.9444860626713444,0.6666666666666666,0.4761904761904762,1.9758134963972533,0.0,2.2733211060035425,0.9444860626713444,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,15,106.37688559399867,28.0,225.95161987800876,323.2473249702699,144.0,15.0,0.5,0.24388802238303278,0.11111111111111112,0.5998307670317483,0.7411022647202999,0.3333333333333333,0.5714285714285715,0.7316640671490984,0.0,2.3993230681269933,0.7411022647202999,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,16,271.8979249394861,154.0,244.8692429862831,379.12543029711924,208.0,30.0,0.5,0.6233745877523851,0.6111111111111112,0.6500511300704386,0.8692128079701666,0.6666666666666666,0.8253968253968255,1.8701237632571552,0.0,2.6002045202817543,0.8692128079701666,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,17,172.0976578484183,7.0,251.9898480742616,394.63900760989526,160.0,15.0,0.5,0.3945646386903667,0.02777777777777778,0.6689541059108345,0.9047804566165064,0.3333333333333333,0.634920634920635,1.1836939160711,0.0,2.675816423643338,0.9047804566165064,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,18,150.95456318764423,42.0,255.17184910831097,257.5033875640335,88.0,15.0,0.5,0.346090315390904,0.16666666666666669,0.6774013218324557,0.5903725381622452,0.3333333333333333,0.34920634920634924,1.038270946172712,0.0,2.709605287329823,0.5903725381622452,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,19,209.21776524923303,112.0,260.30310305047465,322.2344443828044,176.0,30.0,0.5,0.47966911918045185,0.4444444444444445,0.6910231935836938,0.7387800549469291,0.6666666666666666,0.6984126984126985,1.4390073575413556,0.0,2.764092774334775,0.7387800549469291,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,20,209.21781431785428,112.0,263.84407572283385,322.23438830438005,176.0,15.0,0.5,0.47966923167903586,0.4444444444444445,0.7004233667501726,0.7387799263771188,0.3333333333333333,0.6984126984126985,1.4390076950371076,0.0,2.8016934670006903,0.7387799263771188,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,21,209.21785937256755,112.0,274.87590340117254,322.23433681327924,176.0,30.0,0.5,0.4796693349750184,0.4444444444444445,0.7297094133013441,0.7387798083245674,0.6666666666666666,0.6984126984126985,1.4390080049250553,0.0,2.9188376532053764,0.7387798083245674,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,22,35.5413398455399,0.0,280.33928198538416,436.1710122317154,176.0,0.0,0.5,0.08148487370512968,0.0,0.7442129719327086,1.0,0.0,0.6984126984126985,0.24445462111538901,0.0,2.9768518877308345,1.0,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,23,260.92087007882844,140.0,299.6780739618068,207.06101196636828,96.0,30.0,0.5,0.5982077276153659,0.5555555555555556,0.7955514063769841,0.4747243768147695,0.6666666666666666,0.380952380952381,1.7946231828460977,0.0,3.1822056255079363,0.4747243768147695,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,24,166.4924382522183,70.0,307.828345981254,314.9792197682085,176.0,45.0,0.5,0.3817136709758451,0.2777777777777778,0.8171878253572148,0.7221461558313649,1.0,0.6984126984126985,1.1451410129275352,0.0,3.268751301428859,0.7221461558313649,25.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,25,150.95439693555065,42.0,320.53409488850406,250.076970957072,80.0,15.0,0.5,0.3460899342282661,0.16666666666666669,0.8509176083827286,0.5733461508079746,0.3333333333333333,0.3174603174603175,1.0382698026847983,0.0,3.4036704335309143,0.5733461508079746,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,26,172.09757761054834,7.0,329.23858815363195,394.63909931031804,160.0,15.0,0.5,0.39456445473070934,0.02777777777777778,0.8740253111496451,0.9047806668561148,0.3333333333333333,0.634920634920635,1.183693364192128,0.0,3.4961012445985804,0.9047806668561148,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,27,198.59323112001215,84.0,330.8250369547724,389.5318275246568,104.0,45.0,0.5,0.4553104758243533,0.33333333333333337,0.8782368357306968,0.8930713334927413,1.0,0.41269841269841273,1.3659314274730598,0.0,3.512947342922787,0.8930713334927413,25.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,28,277.74947753239246,140.0,336.1519430950982,323.53429171675293,96.0,30.0,0.5,0.6367903178876049,0.5555555555555556,0.8923781027761947,0.7417601872746089,0.6666666666666666,0.380952380952381,1.9103709536628146,0.0,3.5695124111047787,0.7417601872746089,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,0,29,277.74928795492747,140.0,376.6922810514143,192.17243167108302,112.0,30.0,0.5,0.6367898832473843,0.5555555555555556,1.0,0.4405896455333249,0.6666666666666666,0.4444444444444445,1.9103696497421527,0.0,4.0,0.4405896455333249,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,0,277.67145595113874,196.0,64.76845105252411,271.59383947173075,80.0,0.0,0.5,0.6366114394682104,0.7777777777777779,0.1719399475660717,0.6226774174700239,0.0,0.3174603174603175,1.9098343184046311,0.0,0.6877597902642868,0.6226774174700239,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,2,63.99206538608689,28.0,91.81647876144626,215.70593608554873,64.0,15.0,0.5,0.14671324684936002,0.11111111111111112,0.24374398781193593,0.4945444104179834,0.3333333333333333,0.253968253968254,0.44013974054808,0.0,0.9749759512477437,0.4945444104179834,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,3,104.66985968858451,14.0,94.52116662005689,285.6145667079532,144.0,0.0,0.5,0.2399743604074696,0.05555555555555556,0.2509240867804132,0.6548224405069376,0.0,0.5714285714285715,0.7199230812224089,0.0,1.003696347121653,0.6548224405069376,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,4,63.991997555918466,28.0,124.35556576719597,215.7060136057412,64.0,15.0,0.5,0.146713091336576,0.11111111111111112,0.3301250703096378,0.4945445881468794,0.3333333333333333,0.253968253968254,0.440139274009728,0.0,1.3205002812385511,0.4945445881468794,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,5,9.091915857853372e-05,0.0,136.61803886183276,271.59359128461824,80.0,0.0,0.5,2.0844842052509672e-07,0.0,0.3626780949174425,0.6226768484567113,0.0,0.3174603174603175,6.253452615752901e-07,0.0,1.45071237966977,0.6226768484567113,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,6,101.2050831643864,28.0,151.51843012876304,235.08837409876588,88.0,15.0,0.5,0.23203074098519252,0.11111111111111112,0.4022339658934569,0.5389821136803915,0.3333333333333333,0.34920634920634924,0.6960922229555776,0.0,1.6089358635738276,0.5389821136803915,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,7,251.8881825106362,154.0,167.1415837114404,363.1082738899647,224.0,15.0,0.5,0.5774986770024526,0.6111111111111112,0.4437085443984116,0.8324906142480276,0.3333333333333333,0.888888888888889,1.7324960310073578,0.0,1.7748341775936465,0.8324906142480276,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,8,89.73203018740011,14.0,172.14365804704852,250.5593130884273,96.0,15.0,0.5,0.20572671651946017,0.05555555555555556,0.4569874847622716,0.5744520063504769,0.3333333333333333,0.380952380952381,0.6171801495583805,0.0,1.8279499390490863,0.5744520063504769,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,9,231.67552452153635,125.99999999999999,182.93311643145046,335.30048954962285,144.0,15.0,0.5,0.531157546064659,0.5,0.48563011676494144,0.7687362987146308,0.3333333333333333,0.5714285714285715,1.593472638193977,0.0,1.9425204670597658,0.7687362987146308,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,10,78.82486116561715,7.0,187.7135847779015,271.0246491133221,112.0,15.0,0.5,0.1807200821583749,0.02777777777777778,0.4983207626499803,0.6213724468450932,0.3333333333333333,0.4444444444444445,0.5421602464751247,0.0,1.9932830505999213,0.6213724468450932,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,11,0.00017961144204313857,0.0,188.349854263582,271.5934899220086,80.0,0.0,0.5,4.117913318543053e-07,0.0,0.5000098588106571,0.6226766160648127,0.0,0.3174603174603175,1.235373995562916e-06,0.0,2.0000394352426283,0.6226766160648127,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,12,153.53416516618452,62.99999999999999,190.92876462576558,175.28370895385376,48.0,30.0,0.5,0.35200451396485666,0.25,0.5068560579283703,0.40186923027506116,0.6666666666666666,0.1904761904761905,1.05601354189457,0.0,2.027424231713481,0.40186923027506116,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,13,78.82484307004647,7.0,193.0104254460314,271.02466979397434,112.0,0.0,0.5,0.180720040671045,0.02777777777777778,0.5123822152853927,0.6213724942591846,0.0,0.4444444444444445,0.542160122013135,0.0,2.049528861141571,0.6213724942591846,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,14,287.2640646569934,154.0,214.0856282456996,411.9574419941077,120.0,30.0,0.5,0.6586042093608565,0.6111111111111112,0.5683302765008856,0.9444860626713444,0.6666666666666666,0.4761904761904762,1.9758126280825694,0.0,2.2733211060035425,0.9444860626713444,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,15,106.37675934943384,28.0,225.95161987800876,323.2473249702699,144.0,15.0,0.5,0.2438877329448049,0.11111111111111112,0.5998307670317483,0.7411022647202999,0.3333333333333333,0.5714285714285715,0.7316631988344147,0.0,2.3993230681269933,0.7411022647202999,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,16,271.8977986949213,154.0,244.8692429862831,379.12543029711924,208.0,30.0,0.5,0.6233742983141572,0.6111111111111112,0.6500511300704386,0.8692128079701666,0.6666666666666666,0.8253968253968255,1.8701228949424717,0.0,2.6002045202817543,0.8692128079701666,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,17,172.0975316038535,7.0,251.9898480742616,394.63900760989526,160.0,15.0,0.5,0.3945643492521389,0.02777777777777778,0.6689541059108345,0.9047804566165064,0.3333333333333333,0.634920634920635,1.1836930477564167,0.0,2.675816423643338,0.9047804566165064,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,18,150.9544369430794,42.0,255.17184910831097,257.5033875640335,88.0,15.0,0.5,0.34609002595267613,0.16666666666666669,0.6774013218324557,0.5903725381622452,0.3333333333333333,0.34920634920634924,1.0382700778580283,0.0,2.709605287329823,0.5903725381622452,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,19,209.21763900466817,112.0,260.30310305047465,322.2344443828044,176.0,30.0,0.5,0.47966882974222397,0.4444444444444445,0.6910231935836938,0.7387800549469291,0.6666666666666666,0.6984126984126985,1.4390064892266718,0.0,2.764092774334775,0.7387800549469291,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,20,209.21768807328945,112.0,263.84407572283385,322.23438830438005,176.0,15.0,0.5,0.479668942240808,0.4444444444444445,0.7004233667501726,0.7387799263771188,0.3333333333333333,0.6984126984126985,1.439006826722424,0.0,2.8016934670006903,0.7387799263771188,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,21,209.2177331280027,112.0,274.87590340117254,322.23433681327924,176.0,30.0,0.5,0.47966904553679046,0.4444444444444445,0.7297094133013441,0.7387798083245674,0.6666666666666666,0.6984126984126985,1.4390071366103714,0.0,2.9188376532053764,0.7387798083245674,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,22,35.54121360097507,0.0,280.33928198538416,436.1710122317154,176.0,0.0,0.5,0.0814845842669018,0.0,0.7442129719327086,1.0,0.0,0.6984126984126985,0.24445375280070542,0.0,2.9768518877308345,1.0,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,23,260.9207438342636,140.0,299.6780739618068,207.06101196636828,96.0,30.0,0.5,0.598207438177138,0.5555555555555556,0.7955514063769841,0.4747243768147695,0.6666666666666666,0.380952380952381,1.7946223145314137,0.0,3.1822056255079363,0.4747243768147695,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,24,166.49231200765348,70.0,307.828345981254,314.9792197682085,176.0,45.0,0.5,0.3817133815376172,0.2777777777777778,0.8171878253572148,0.7221461558313649,1.0,0.6984126984126985,1.1451401446128515,0.0,3.268751301428859,0.7221461558313649,25.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,25,150.95427069098582,42.0,320.53409488850406,250.076970957072,80.0,15.0,0.5,0.3460896447900383,0.16666666666666669,0.8509176083827286,0.5733461508079746,0.3333333333333333,0.3174603174603175,1.0382689343701148,0.0,3.4036704335309143,0.5733461508079746,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,26,172.09745136598355,7.0,329.23858815363195,394.63909931031804,160.0,15.0,0.5,0.39456416529248156,0.02777777777777778,0.8740253111496451,0.9047806668561148,0.3333333333333333,0.634920634920635,1.1836924958774446,0.0,3.4961012445985804,0.9047806668561148,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,27,198.5931048754473,84.0,330.8250369547724,389.5318275246568,104.0,45.0,0.5,0.45531018638612536,0.33333333333333337,0.8782368357306968,0.8930713334927413,1.0,0.41269841269841273,1.3659305591583761,0.0,3.512947342922787,0.8930713334927413,25.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,28,277.7493512878276,140.0,336.1519430950982,323.53429171675293,96.0,30.0,0.5,0.636790028449377,0.5555555555555556,0.8923781027761947,0.7417601872746089,0.6666666666666666,0.380952380952381,1.9103700853481311,0.0,3.5695124111047787,0.7417601872746089,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,1,29,277.7491617103626,140.0,376.6922810514143,192.17243167108302,112.0,30.0,0.5,0.6367895938091563,0.5555555555555556,1.0,0.4405896455333249,0.6666666666666666,0.4444444444444445,1.910368781427469,0.0,4.0,0.4405896455333249,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,0,28.248155646313844,0.0,64.76845105252411,271.59383947173075,80.0,0.0,0.5,0.0647639454574919,0.0,0.1719399475660717,0.6226774174700239,0.0,0.3174603174603175,0.19429183637247568,0.0,0.6877597902642868,0.6226774174700239,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,1,28.248281890878665,0.0,89.00635521875502,271.59369519222804,80.0,0.0,0.5,0.06476423489571974,0.0,0.23628399013200552,0.6226770866834777,0.0,0.3174603174603175,0.1942927046871592,0.0,0.9451359605280221,0.6226770866834777,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,2,92.24034727696555,28.0,91.81647876144626,215.70593608554873,64.0,15.0,0.5,0.21147748174507974,0.11111111111111112,0.24374398781193593,0.4945444104179834,0.3333333333333333,0.253968253968254,0.6344324452352392,0.0,0.9749759512477437,0.4945444104179834,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,4,92.24027944679713,28.0,124.35556576719597,215.7060136057412,64.0,15.0,0.5,0.21147732623229573,0.11111111111111112,0.3301250703096378,0.4945445881468794,0.3333333333333333,0.253968253968254,0.6344319786968872,0.0,1.3205002812385511,0.4945445881468794,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,5,28.248372810037246,0.0,136.61803886183276,271.59359128461824,80.0,0.0,0.5,0.06476444334414028,0.0,0.3626780949174425,0.6226768484567113,0.0,0.3174603174603175,0.19429333003242083,0.0,1.45071237966977,0.6226768484567113,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,6,28.383069572903434,0.0,151.51843012876304,235.08837409876588,88.0,15.0,0.5,0.06507325974662653,0.0,0.4022339658934569,0.5389821136803915,0.3333333333333333,0.34920634920634924,0.1952197792398796,0.0,1.6089358635738276,0.5389821136803915,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,7,235.06616891915323,182.0,167.1415837114404,363.1082738899647,224.0,15.0,0.5,0.5389312043375193,0.7222222222222223,0.4437085443984116,0.8324906142480276,0.3333333333333333,0.888888888888889,1.616793613012558,0.0,1.7748341775936465,0.8324906142480276,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,8,124.98031207827876,21.0,172.14365804704852,250.5593130884273,96.0,15.0,0.5,0.286539702486884,0.08333333333333334,0.4569874847622716,0.5744520063504769,0.3333333333333333,0.380952380952381,0.859619107460652,0.0,1.8279499390490863,0.5744520063504769,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,9,357.9077710132551,251.99999999999997,182.93311643145046,335.30048954962285,144.0,15.0,0.5,0.8205675319457428,1.0,0.48563011676494144,0.7687362987146308,0.3333333333333333,0.5714285714285715,2.4617025958372283,0.0,1.9425204670597658,0.7687362987146308,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,10,114.07314305649581,14.0,187.7135847779015,271.0246491133221,112.0,15.0,0.5,0.26153306812579874,0.05555555555555556,0.4983207626499803,0.6213724468450932,0.3333333333333333,0.4444444444444445,0.7845992043773962,0.0,1.9932830505999213,0.6213724468450932,8.333333333333332,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,11,28.24846150232071,0.0,188.349854263582,271.5934899220086,80.0,0.0,0.5,0.06476464668705159,0.0,0.5000098588106571,0.6226766160648127,0.0,0.3174603174603175,0.19429394006115477,0.0,2.0000394352426283,0.6226766160648127,0.0,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
1,3,12,73.71215157470154,28.0,190.92876462576558,175.28370895385376,48.0,30.0,0.5,0.16899828165458652,0.11111111111111112,0.5068560579283703,0.40186923027506116,0.6666666666666666,0.1904761904761905,0.5069948449637596,0.0,2.027424231713481,0.40186923027506116,16.666666666666664,0.0,0.5,3.0,4.0,1.0,3.0,0.0,0.0,25.0
